fips,wuiClass,year,nh,pv,bp
6083,2,2019,416,5493743.7,0.0166866997256876
6083,3,1975,566,222076815,0.016661749687045875
6083,3,1985,567,222603815,0.016661749687045875
6083,3,1995,569,242480815,0.016661749687045875
6083,3,2005,571,266594815,0.016661749687045875
6083,3,2015,572,267411815,0.016661749687045875
6083,3,2019,572,267411815,0.016661749687045875
6083,4,1975,551,499198e3,0.012589749880135
6083,4,1985,568,523258e3,0.012589749880135
6083,4,1995,580,564463e3,0.012589749880135
6083,4,2005,586,571666e3,0.012589749880135
6083,4,2015,592,596257e3,0.012589749880135
6083,4,2019,593,599857e3,0.012589749880135
6083,5,1975,529,41134e4,0.0150379999540745
6083,5,1985,560,45495e4,0.0150379999540745
6083,5,1995,591,51874e4,0.0150379999540745
6083,5,2005,606,55379e4,0.0150379999540745
6083,5,2015,644,62139e4,0.0150379999540745
6083,5,2019,658,64969e4,0.0150379999540745
6083,6,1975,2483,47288e5,0.027078000828624
6083,6,1985,2949,55622e5,0.027078000828624
6083,7,1975,8052,99294e5,0.017785999923944
6083,7,1985,8675,10308e6,0.017785999923944
6083,7,1995,13327,183721e5,0.022432000376284
6083,7,2005,14164,20044e6,0.022432000376284
6083,7,2015,14610,214918e5,0.022432000376284
6083,7,2019,14655,217243e5,0.022432000376284
6085,3,1975,603,1337891e3,0.014063999871723375
6085,3,1985,603,1337891e3,0.014063999871723375
6085,3,1995,603,1337891e3,0.014063999871723375
6085,3,2005,603,1337891e3,0.014063999871723375
6085,3,2015,603,1337891e3,0.014063999871723375
6085,3,2019,603,1337891e3,0.014063999871723375
6085,4,1975,358,1126304e3,0.012989666623374
6085,4,1985,358,1126304e3,0.012989666623374
6085,4,1995,358,1126304e3,0.012989666623374
6085,4,2005,358,1126304e3,0.012989666623374
6085,4,2015,358,1126304e3,0.012989666623374
6085,4,2019,358,1126304e3,0.012989666623374
6085,5,1975,206,47272e4,0.020584000274539
6085,5,1985,239,50042e4,0.020584000274539
6085,5,1995,256,51222e4,0.020584000274539
6085,6,1975,3535,43958e5,0.024480499327183
6085,6,1985,4165,55455e5,0.024480499327183
6085,6,1995,4582,64044e5,0.024480499327183
6085,6,2005,3069,50609e5,0.019334999844432002
6085,6,2015,3528,57062e5,0.019334999844432002
6085,6,2019,3756,59245e5,0.019334999844432002
6085,7,1975,12980,30707e6,0.021282999776304
6085,7,1985,16627,38671e6,0.021282999776304
6085,7,1995,18889,45377e6,0.021282999776304
6085,7,2005,23491,572376e5,0.024480332930883
6085,7,2015,24047,621632e5,0.024480332930883
6085,7,2019,24154,62888e6,0.024480332930883
6087,6,1975,5329,534525e4,0.023121599853038802
6087,6,1985,6454,753246e4,0.023121599853038802
6087,6,1995,7119,98728e5,0.023121599853038802
6087,6,2005,7446,1110997e4,0.023121599853038802
6087,6,2015,7588,1146525e4,0.023121599853038802
6087,6,2019,7612,1150867e4,0.023121599853038802
6087,7,1975,17883,110068e5,0.015953999944031
6087,7,1985,21915,154433e5,0.015953999944031
6087,7,1995,23822,178272e5,0.015953999944031
6087,7,2005,24838,192141e5,0.015953999944031
6087,7,2015,25375,20025e6,0.015953999944031
6087,7,2019,25441,201193e5,0.015953999944031
6089,1,1975,1,0,0.017371999099851
6089,1,1985,1,0,0.017371999099851
6089,1,1995,1,0,0.017371999099851
6089,1,2005,1,0,0.017371999099851
6089,1,2015,1,0,0.017371999099851
6089,1,2019,1,0,0.017371999099851
6089,2,1975,90,122789300,0.0153755000792445
6089,2,1985,90,122789300,0.0153755000792445
6089,2,1995,90,122789300,0.0153755000792445
6089,2,2005,90,122789300,0.0153755000792445
6089,2,2015,90,122789300,0.0153755000792445
6089,2,2019,90,122789300,0.0153755000792445
6089,3,1975,425,34875600,0.01254816679284
6089,3,1985,425,34875600,0.01254816679284
6089,3,1995,426,35166600,0.01254816679284
6089,3,2005,426,35166600,0.01254816679284
6089,3,2015,427,35388600,0.01254816679284
6089,3,2019,427,35388600,0.01254816679284
6089,4,1975,1181,168961400,0.014042500173672874
6089,4,1985,1014,167166400,0.014023285891328428
6089,4,1995,1033,172204e3,0.014023285891328428
6089,4,2005,1054,178125e3,0.014023285891328428
6089,4,2015,1066,182783e3,0.014023285891328428
6089,4,2019,1070,184819e3,0.014023285891328428
6089,5,1975,1088,186075e3,0.013852666753034
6089,5,1985,1396,213091e3,0.0139337501022965
6089,5,1995,961,131896e3,0.013482333471377667
6089,5,2005,978,135039e3,0.013482333471377667
6089,5,2015,1000,142009e3,0.013482333471377667
6089,5,2019,1000,142009e3,0.013482333471377667
6089,6,1995,511,95315e3,0.015287999995053
6089,6,2005,554,11042e4,0.015287999995053
6089,6,2015,584,123e6,0.015287999995053
6089,6,2019,587,12355e4,0.015287999995053
6091,1,1975,1,0,0.010882999747992
6091,1,1985,1,0,0.010882999747992
6091,1,1995,1,0,0.010882999747992
6091,1,2005,1,0,0.010882999747992
6091,1,2015,1,0,0.010882999747992
6091,1,2019,1,0,0.010882999747992
6091,2,1975,41,1551400,0.012280000373721
6091,2,1985,41,1551400,0.012280000373721
6091,2,1995,41,1551400,0.012280000373721
6091,2,2005,41,1551400,0.012280000373721
6091,2,2015,41,1551400,0.012280000373721
6091,2,2019,41,1551400,0.012280000373721
6091,3,1975,299,69783100,0.01727250032126925
6091,3,1985,299,69783100,0.01727250032126925
6091,3,1995,299,69783100,0.01727250032126925
6091,3,2005,299,69783100,0.01727250032126925
6091,3,2015,299,69783100,0.01727250032126925
6091,3,2019,299,69783100,0.01727250032126925
6091,5,1975,1024,268386e3,0.019701666509112
6091,5,1985,1024,268386e3,0.019701666509112
6091,5,1995,1024,268386e3,0.019701666509112
6091,5,2005,1024,268386e3,0.019701666509112
6091,5,2015,1024,268386e3,0.019701666509112
6091,5,2019,1024,268386e3,0.019701666509112
6091,6,1975,591,17194e4,0.010683000087738
6091,6,1985,591,17194e4,0.010683000087738
6091,6,1995,591,17194e4,0.010683000087738
6091,6,2005,591,17194e4,0.010683000087738
6091,6,2015,591,17194e4,0.010683000087738
6091,6,2019,591,17194e4,0.010683000087738
6093,1,1975,42,0,0.017971499823033497
6093,1,1985,42,0,0.017971499823033497
6093,1,1995,42,0,0.017971499823033497
6093,1,2005,42,0,0.017971499823033497
6093,1,2015,42,0,0.017971499823033497
6093,1,2019,42,0,0.017971499823033497
6093,2,1975,601,27265709.5,0.013414285677884214
6093,2,1985,602,27436809.5,0.013414285677884214
6093,2,1995,602,27436809.5,0.013414285677884214
6093,2,2005,602,27436809.5,0.013414285677884214
6093,2,2015,602,27436809.5,0.013414285677884214
6093,2,2019,602,27436809.5,0.013414285677884214
6093,3,1975,1053,84818100,0.015209533398350067
6093,3,1985,1064,87224940,0.015209533398350067
6093,3,1995,1071,89283240,0.015209533398350067
6093,3,2005,1075,89810940,0.015209533398350067
6093,3,2015,1081,91638040,0.015209533398350067
6093,3,2019,1082,91730740,0.015209533398350067
6093,4,1975,1327,137146e3,0.013611666547755556
6093,4,1985,1377,153800900,0.013611666547755556
6093,4,1995,1410,165965900,0.013611666547755556
6093,4,2005,1024,76525e3,0.013392999901303429
6093,4,2015,838,55501600,0.0138779998136065
6093,4,2019,839,55686200,0.0138779998136065
6093,5,1975,2298,2029597200,0.0141772500937805
6093,5,1985,2481,2076055e3,0.0141772500937805
6093,5,1995,2576,2106305e3,0.0141772500937805
6093,5,2005,3079,2234547e3,0.014217200037092
6093,5,2015,3339,2279376e3,0.013877727345309546
6093,5,2019,2848,1619811e3,0.0138578000478447
6093,6,1975,2339,812223e3,0.010782666504383333
6093,6,1985,2486,844941e3,0.010782666504383333
6093,6,1995,2569,865512e3,0.010782666504383333
6093,6,2005,2630,880953e3,0.010782666504383333
6093,6,2015,2682,893446e3,0.010782666504383333
6093,6,2019,3186,1555627e3,0.011606249958277
6093,7,1975,3518,6104e5,0.011181999929249
6093,7,1985,4035,69344e4,0.011181999929249
6093,7,1995,4176,72092e4,0.011181999929249
6093,7,2005,4264,74302e4,0.011181999929249
6093,7,2015,4324,76182e4,0.011181999929249
6093,7,2019,4331,76435e4,0.011181999929249
6097,3,1975,89,61949e3,0.010890999808908
6097,3,1985,91,64063e3,0.010890999808908
6097,3,1995,93,65232e3,0.010890999808908
6097,3,2005,94,65978e3,0.010890999808908
6097,3,2015,95,74059e3,0.010890999808908
6097,3,2019,95,74059e3,0.010890999808908
6097,5,1975,204,35291e4,0.011091000400484
6097,5,1985,204,35291e4,0.011091000400484
6097,5,1995,205,35358e4,0.011091000400484
6097,5,2005,206,35555e4,0.011091000400484
6097,5,2015,208,3573e5,0.011091000400484
6097,5,2019,208,3573e5,0.011091000400484
6099,3,1975,365,604042e3,0.0115508001297712
6099,3,1985,369,607492e3,0.0115508001297712
6099,3,1995,173,270952e3,0.011990333596865334
6099,3,2005,173,270952e3,0.011990333596865334
6099,3,2015,173,270952e3,0.011990333596865334
6099,3,2019,173,270952e3,0.011990333596865334
6099,4,1995,207,35261e4,0.010891499929130001
6099,4,2005,211,35694e4,0.010891499929130001
6099,4,2015,220,37028e4,0.010891499929130001
6099,4,2019,220,37028e4,0.010891499929130001
6099,5,1975,875,230019e4,0.013788999679187668
6099,5,1985,906,231674e4,0.013788999679187668
6099,5,1995,945,234221e4,0.013788999679187668
6099,5,2005,1084,242892e4,0.013788999679187668
6099,5,2015,664,74497e4,0.015187999699264501
6099,5,2019,665,74514e4,0.015187999699264501
6099,6,2015,779,18602e5,0.010990999639034
6099,6,2019,852,18887e5,0.010990999639034
6103,1,1975,20,31568,0.015076000243425
6103,1,1985,20,31568,0.015076000243425
6103,1,1995,20,31568,0.015076000243425
6103,1,2005,20,31568,0.015076000243425
6103,1,2015,20,31568,0.015076000243425
6103,1,2019,20,31568,0.015076000243425
6103,2,1975,35,149560,0.014177000150084
6103,2,1985,35,149560,0.014177000150084
6103,2,1995,35,149560,0.014177000150084
6103,2,2005,35,149560,0.014177000150084
6103,2,2015,35,149560,0.014177000150084
6103,2,2019,35,149560,0.014177000150084
6103,3,1975,861,907513176,0.013866500075285584
6103,3,1985,866,908335176,0.013866500075285584
6103,3,1995,869,908575966,0.013866500075285584
6103,3,2005,872,918138966,0.013866500075285584
6103,3,2015,874,919168966,0.013866500075285584
6103,3,2019,874,919168966,0.013866500075285584
6103,4,1975,1206,1184130200,0.013241555541753889
6103,4,1985,1047,934295200,0.01362274994608025
6103,4,1995,879,907358200,0.013998714275658287
6103,4,2005,888,914119400,0.013998714275658287
6103,4,2015,891,927171200,0.013998714275658287
6103,4,2019,891,927171200,0.013998714275658287
6103,5,1975,606,2629949e3,0.012989499606192001
6103,5,1985,884,2902464e3,0.012056999839842333
6103,5,1995,1144,2957122e3,0.01179049978964025
6103,5,2005,669,365353e3,0.011224333196878334
6103,5,2015,700,374292e3,0.011224333196878334
6103,5,2019,700,374292e3,0.011224333196878334
6103,6,1975,1648,35607e4,0.011241000145674
6103,6,1985,2053,45303e4,0.011241000145674
6103,6,1995,2361,55131e4,0.011241000145674
6103,6,2005,3187,327806e4,0.011990333286424666
6103,6,2015,3435,343238e4,0.011990333286424666
6103,6,2019,3456,344249e4,0.011990333286424666
6105,1,1975,156,113082840,0.01438299993820053
6105,1,1985,164,114557440,0.01438299993820053
6105,1,1995,169,115912740,0.01438299993820053
6105,1,2005,172,117383740,0.01438299993820053
6105,1,2015,177,119016240,0.01438299993820053
6105,1,2019,153,115156240,0.014545624959282626
6105,2,1975,291,187504900,0.011893625138327625
6105,2,1985,293,187935900,0.011893625138327625
6105,2,1995,297,189577600,0.011893625138327625
6105,2,2005,298,189725500,0.011893625138327625
6105,2,2015,253,181741700,0.011767000092991857
6105,2,2019,280,186377900,0.01176875003147875
6105,3,1975,311,80733100,0.0150361999869348
6105,3,1985,317,82971300,0.0150361999869348
6105,3,1995,322,84016300,0.0150361999869348
6105,3,2005,324,84440300,0.0150361999869348
6105,3,2015,381,97212300,0.014660166731725334
6105,3,2019,387,99495300,0.014660166731725334
6105,4,1975,299,137105e3,0.014227499719709002
6105,4,1985,311,140919e3,0.014227499719709002
6105,4,1995,321,147654e3,0.014227499719709002
6105,4,2005,328,150632e3,0.014227499719709002
6105,4,2015,348,158331e3,0.014227499719709002
6105,4,2019,355,160956e3,0.014227499719709002
6105,5,1975,1744,427884e3,0.01254019998014
6105,5,1985,1962,487761e3,0.01254019998014
6105,5,1995,1062,237291e3,0.011448666453361667
6105,5,2005,591,140934e3,0.010583499912173
6105,5,2015,604,146362e3,0.010583499912173
6105,5,2019,616,151081e3,0.010583499912173
6105,6,1975,2165,4271e5,0.012529999949038001
6105,6,1985,2501,52861e4,0.012529999949038001
6105,6,1995,3739,889595e3,0.013353750109672751
6105,6,2005,4482,10858e5,0.013318799994886001
6105,6,2015,4720,1200921e3,0.013318799994886001
6105,6,2019,4810,123446e4,0.013318799994886001
6107,3,1975,432,398345e3,0.0134093999862668
6107,3,1985,437,400454e3,0.0134093999862668
6107,3,1995,355,367885e3,0.013264500070363
6107,3,2005,258,188066e3,0.014222000104685334
6107,3,2015,259,188319e3,0.014222000104685334
6107,3,2019,259,188319e3,0.014222000104685334
6107,4,1975,183,56353e3,0.019669000059366
6107,4,1985,187,57978e3,0.019669000059366
6107,4,1995,344,121444e3,0.016828999854624
6107,4,2005,463,311155e3,0.014683333225548
6107,4,2015,479,32045e4,0.014683333225548
6107,4,2019,479,32045e4,0.014683333225548
6107,5,1975,691,286151e3,0.010491500142961501
6107,5,1985,728,298471e3,0.010491500142961501
6107,5,1995,767,310546e3,0.010491500142961501
6107,5,2005,811,32553e4,0.010491500142961501
6107,5,2015,856,341441e3,0.010491500142961501
6107,5,2019,856,341441e3,0.010491500142961501
6109,3,1975,194,25032100,0.0110909999348225
6109,3,1985,97,2425e3,0.010691000148654
6109,3,1995,97,2425e3,0.010691000148654
6109,3,2005,97,2425e3,0.010691000148654
6109,3,2015,97,2425e3,0.010691000148654
6109,3,2019,97,2425e3,0.010691000148654
6109,4,1975,396,24835530,0.017076333363851
6109,4,1985,502,49317530,0.015679999953136
6109,4,1995,518,53762530,0.015679999953136
6109,4,2005,525,57245530,0.015679999953136
6109,4,2015,529,61028530,0.015679999953136
6109,4,2019,529,61028530,0.015679999953136
6109,5,1975,1054,135934e3,0.013918666479488
6109,5,1985,1171,160282e3,0.013918666479488
6109,5,1995,1252,182338e3,0.013918666479488
6109,5,2005,778,130957e3,0.0158319999463855
6109,5,2015,797,136771e3,0.0158319999463855
6109,5,2019,798,137014e3,0.0158319999463855
6109,6,1975,918,15365e4,0.012780000455678
6109,6,1985,1064,19533e4,0.012780000455678
6109,6,1995,1147,22782e4,0.012780000455678
6109,6,2005,1693,308026e3,0.0114360000006855
6109,6,2015,1720,319573e3,0.0114360000006855
6109,6,2019,1722,320499e3,0.0114360000006855
6109,7,1975,3572,10399e5,0.012889999896288
6109,7,1985,4373,13115e5,0.012889999896288
6109,7,1995,5048,15424e5,0.012889999896288
6109,7,2005,5370,16988e5,0.012889999896288
6109,7,2015,5546,17933e5,0.012889999896288
6109,7,2019,5551,17957e5,0.012889999896288
6111,2,1975,173,2876528,0.031074999831617
6111,2,1985,173,2876528,0.031074999831617
6111,2,1995,173,2876528,0.031074999831617
6111,2,2005,173,2876528,0.031074999831617
6111,2,2015,173,2876528,0.031074999831617
6111,2,2019,173,2876528,0.031074999831617
6111,3,1975,361,51400865,0.026112666508804
6111,3,1985,361,51400865,0.026112666508804
6111,3,1995,361,51400865,0.026112666508804
6111,3,2005,361,51400865,0.026112666508804
6111,3,2015,361,51400865,0.026112666508804
6111,3,2019,361,51400865,0.026112666508804
6111,4,1975,238,157007e3,0.019334500655532
6111,4,1985,238,157007e3,0.019334500655532
6111,4,1995,238,157007e3,0.019334500655532
6111,4,2005,238,157007e3,0.019334500655532
6111,4,2015,239,160017e3,0.019334500655532
6111,4,2019,239,160017e3,0.019334500655532
6111,5,1975,919,10509e5,0.0217824997380375
6111,5,1985,436,61851e4,0.014887999743223
6111,5,1995,448,65719e4,0.014887999743223
6111,5,2005,456,67902e4,0.014887999743223
6111,5,2015,462,69562e4,0.014887999743223
6111,5,2019,464,69929e4,0.014887999743223
6111,6,1975,20282,257093e5,0.0233479167024295
6111,6,1985,12396,1288107e4,0.025546222097344
6111,6,1995,7042,635276e4,0.02690714278391443
6111,6,2005,7323,664198e4,0.02690714278391443
6111,6,2015,7511,689286e4,0.02690714278391443
6111,6,2019,7577,694348e4,0.02690714278391443
6111,7,1975,41384,324582e5,0.0133394999429585
6111,7,1985,68642,602184e5,0.016536750132218
6111,7,1995,91687,885873e5,0.0173860000446439
6111,7,2005,105098,104559e6,0.0173860000446439
6111,7,2015,107962,1094945e5,0.0173860000446439
6111,7,2019,108994,1111986e5,0.0173860000446439
6115,3,1975,80,5749500,0.025159999728203
6115,3,1985,80,5749500,0.025159999728203
6115,3,1995,80,5749500,0.025159999728203
6115,3,2005,80,5749500,0.025159999728203
6115,3,2015,80,5749500,0.025159999728203
6115,3,2019,80,5749500,0.025159999728203
6115,4,1975,146,23152e3,0.022963000461459
6115,4,1985,148,23617e3,0.022963000461459
6115,4,1995,154,24968e3,0.022963000461459
6115,4,2005,155,25443e3,0.022963000461459
6115,4,2015,156,25508e3,0.022963000461459
6115,4,2019,156,25508e3,0.022963000461459
6115,5,1975,496,8758e4,0.018869999796152
6115,6,1975,651,78434e3,0.013477999716997
6115,6,1985,1284,194772e3,0.0161739997565745
6115,6,1995,1396,22241e4,0.0161739997565745
6115,6,2005,1446,23556e4,0.0161739997565745
6115,6,2015,1481,2434e5,0.0161739997565745
6115,6,2019,1485,24408e4,0.0161739997565745
NA,NA,1975,0,0,0.020976500120014
NA,NA,1985,0,0,0.020976500120014
NA,NA,1995,0,0,0.020976500120014
NA,NA,2005,0,0,0.020976500120014
NA,NA,2015,0,0,0.020976500120014
NA,NA,2019,0,0,0.020976500120014
